Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Pantai Losari #4831,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Pulau Weh #9715,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pantai Kuta #3539,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.0,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Wakatobi #3336,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.3,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #6473,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.9,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #8513,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.7,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Labuan Bajo #8825,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.3,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bromo #3224,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.9,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Bukit Tinggi #2682,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #6780,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.4,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Wakatobi #6216,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.3,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #1366,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.0,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Labuan Bajo #7784,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.8,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Taman Sari #2256,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.2,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Wakatobi #8063,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.4,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Candi Borobudur #2763,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.5,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Wakatobi #9956,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.7,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #5431,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bukit Tinggi #6426,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.2,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #3510,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.5,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Candi Borobudur #3981,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",5.0,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Taman Sari #8622,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.7,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pantai Losari #2740,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Losari #5604,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.5,Makassar,Tempat favorit menikmati sunset di Makassar....
Candi Borobudur #2831,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.5,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Taman Sari #7551,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.3,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Danau Toba #4718,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.5,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pantai Losari #6444,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.5,Makassar,Tempat favorit menikmati sunset di Makassar....
Bromo #9092,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.5,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #6341,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.8,Makassar,Tempat favorit menikmati sunset di Makassar....
Candi Borobudur #1371,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.1,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #2894,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.5,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #40,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.1,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Danau Toba #1653,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.9,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Taman Sari #21,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.2,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Wakatobi #6919,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.9,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #2662,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.5,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #3071,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Labuan Bajo #7575,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.7,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Candi Borobudur #5149,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Labuan Bajo #4218,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.5,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Wakatobi #763,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.5,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pulau Weh #1534,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bromo #3207,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.3,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Wakatobi #3657,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.2,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Labuan Bajo #8720,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",5.0,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Kuta #2947,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.6,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Wakatobi #9785,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.1,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bukit Tinggi #2440,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Candi Borobudur #818,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.0,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Candi Borobudur #9633,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Losari #2106,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.4,Makassar,Tempat favorit menikmati sunset di Makassar....
Taman Sari #6988,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.3,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Wakatobi #3785,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.5,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #5913,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bukit Tinggi #7495,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Candi Borobudur #4257,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.2,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Taman Sari #4556,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.8,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pantai Kuta #8898,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Losari #1481,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Bukit Tinggi #8836,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #5231,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.9,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Wakatobi #7375,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Taman Sari #8115,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.9,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #9161,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.2,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Wakatobi #2705,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.6,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Losari #8830,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Taman Sari #1090,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.2,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pantai Kuta #4156,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.1,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Losari #2929,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.9,Makassar,Tempat favorit menikmati sunset di Makassar....
Bromo #1045,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.2,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Kuta #542,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.6,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Candi Borobudur #3958,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Labuan Bajo #7108,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.7,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Wakatobi #7950,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.1,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #2638,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.6,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bukit Tinggi #1451,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.5,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pantai Losari #7375,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Kuta #3067,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Danau Toba #8466,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.1,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Danau Toba #5960,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.2,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Wakatobi #1577,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.9,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bukit Tinggi #8680,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.3,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bukit Tinggi #6291,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.5,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #3877,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.9,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pantai Losari #9155,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.9,Makassar,Tempat favorit menikmati sunset di Makassar....
Danau Toba #2439,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Danau Toba #1870,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.8,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bukit Tinggi #3988,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bukit Tinggi #6827,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #1649,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.7,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Labuan Bajo #6276,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Losari #9093,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.9,Makassar,Tempat favorit menikmati sunset di Makassar....
Danau Toba #6518,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.9,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Wakatobi #8933,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.7,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #8273,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.1,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Losari #6345,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.3,Makassar,Tempat favorit menikmati sunset di Makassar....
Labuan Bajo #6222,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.8,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bromo #9113,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.2,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Wakatobi #7228,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.9,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bromo #264,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.4,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pulau Weh #4188,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
